Age,Employee Count,Employee Id,Gender,Marital Status,Over 18,Over Time,Num Companies Worked,Standard Hours,Department,Business Travel,Job Role,Job Level,Job Involvement,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Training Times Last Year,Daily Rate,Hourly Rate,Monthly Rate,MonthlyIncome,Percent Salary Hike,Stock Option Level,Environment Satisfaction,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Education,Education Field,Attrition,Distance From Home
32,1,190,Female,Single,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,10,5,4,0,4,2,1033,41,10224,4200,22,0,1,1,1,4,4,3,Medical,Yes,9
45,1,192,Male,Single,Y,No,5,80,Research & Development,Travel_Rarely,Research Scientist,1,3,9,6,5,0,3,2,1316,83,9752,3452,13,0,3,4,2,2,3,3,Medical,No,29
38,1,193,Female,Single,Y,Yes,3,80,Research & Development,Travel_Rarely,Research Scientist,2,3,19,3,2,2,2,2,364,32,2302,4317,20,0,4,3,2,3,4,5,Technical Degree,No,3
30,1,194,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,5,5,4,0,4,4,438,75,23910,2632,14,0,1,3,3,2,3,3,Life Sciences,No,18
32,1,195,Male,Divorced,Y,No,0,80,Sales,Travel_Frequently,Sales Executive,2,1,9,8,7,0,7,2,689,35,22812,4668,17,3,4,4,4,4,3,2,Medical,No,9
30,1,197,Female,Divorced,Y,No,5,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,3,2,2,2,3,201,84,10415,3204,14,1,4,1,4,3,3,3,Technical Degree,No,5
30,1,198,Male,Single,Y,No,0,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,6,5,3,1,2,3,1427,35,11162,2720,13,0,2,4,4,3,3,1,Medical,No,2
41,1,199,Male,Divorced,Y,No,4,80,Research & Development,Travel_Frequently,Manager,4,2,21,7,6,7,7,2,857,91,12888,17181,13,1,4,1,2,2,3,3,Life Sciences,No,10
41,1,200,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,7,5,0,1,4,2,933,94,6961,2238,21,1,3,1,4,3,4,4,Life Sciences,No,9
19,1,201,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,0,0,0,3,1181,79,16102,1483,14,0,2,2,4,3,3,1,Medical,No,3
40,1,202,Female,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,2,3,20,20,7,2,13,2,1395,54,8504,5605,11,1,2,2,1,3,3,3,Medical,No,26
35,1,204,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,3,10,10,8,0,6,3,662,94,11439,7295,13,2,3,2,1,3,3,5,Marketing,No,1
53,1,205,Male,Married,Y,Yes,2,80,Sales,Travel_Rarely,Sales Representative,2,3,13,7,7,4,5,3,1436,34,16047,2306,20,1,2,3,4,1,4,2,Marketing,No,6
45,1,206,Male,Divorced,Y,No,8,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,20,17,9,0,15,2,194,60,10901,2348,18,1,2,2,3,1,3,3,Life Sciences,No,9
32,1,207,Female,Single,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,3,3,9,9,8,3,7,2,967,43,15589,8998,14,0,2,4,4,3,3,3,Marketing,No,8
29,1,208,Male,Married,Y,No,1,80,Research & Development,Non-Travel,Manufacturing Director,2,3,10,10,7,0,9,1,1496,41,26283,4319,13,1,4,3,1,3,3,1,Technical Degree,No,1
51,1,211,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,10,1,0,0,0,2,1169,34,13983,6132,17,0,2,3,3,3,3,4,Medical,No,7
58,1,214,Female,Married,Y,Yes,4,80,Research & Development,Travel_Rarely,Research Scientist,1,2,9,1,0,0,0,3,1145,75,11873,3346,20,1,2,2,2,2,4,3,Medical,No,9
40,1,215,Male,Married,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,3,2,15,12,11,2,11,2,630,67,8552,10855,11,1,3,4,1,2,3,4,Marketing,No,4
34,1,216,Female,Married,Y,No,6,80,Sales,Travel_Frequently,Sales Representative,1,3,6,4,3,1,2,3,303,75,11314,2231,18,1,3,3,4,3,3,4,Marketing,No,2
22,1,217,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,2,2,2,2,2,6,1256,80,11992,2323,24,2,3,4,1,3,4,1,Medical,No,19
27,1,218,Male,Divorced,Y,No,6,80,Research & Development,Non-Travel,Research Scientist,1,3,6,2,2,2,2,1,691,57,5970,2024,18,1,4,2,4,1,3,3,Medical,No,9
28,1,221,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,5,5,2,0,2,2,440,42,6672,2713,11,1,3,4,3,1,3,3,Medical,No,21
57,1,223,Male,Divorced,Y,Yes,3,80,Research & Development,Travel_Rarely,Healthcare Representative,3,4,12,5,3,1,4,2,334,83,23402,9439,16,1,3,4,2,1,3,2,Life Sciences,No,24
27,1,224,Male,Divorced,Y,Yes,1,80,Research & Development,Non-Travel,Research Scientist,1,2,1,1,1,0,1,2,1450,79,25326,2566,15,1,3,3,4,2,3,3,Medical,No,3
50,1,226,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Manager,5,3,21,5,4,4,4,5,1452,53,17053,19926,15,0,3,2,2,3,3,3,Life Sciences,No,11
41,1,227,Male,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Research Scientist,1,3,13,9,8,1,8,2,465,56,4609,2451,12,1,1,3,1,3,3,3,Life Sciences,No,14
30,1,228,Female,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,3,3,12,10,9,7,4,2,1339,41,8053,9419,12,1,2,4,3,3,3,3,Life Sciences,No,5
38,1,230,Female,Single,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,2,12,8,3,0,7,2,702,59,12930,8686,22,0,1,4,3,4,4,4,Life Sciences,No,1
32,1,231,Male,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,5,4,1,4,2,120,43,12430,3038,20,0,3,3,1,3,4,5,Life Sciences,No,6
27,1,233,Male,Married,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,5,2,1,1,3,1157,51,13364,3058,16,1,3,2,4,2,3,3,Technical Degree,No,17
19,1,235,Female,Single,Y,No,0,80,Sales,Travel_Frequently,Sales Representative,1,1,1,0,0,0,0,5,602,100,20989,2325,21,0,3,1,1,4,4,1,Technical Degree,Yes,1
36,1,238,Male,Single,Y,No,4,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,13,8,7,7,2,3,1480,30,15062,2088,12,0,4,2,3,2,3,2,Medical,No,3
30,1,239,Male,Divorced,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,2,3,12,12,9,6,10,4,111,66,11012,3072,11,2,3,1,3,3,3,3,Medical,No,9
45,1,240,Female,Divorced,Y,Yes,4,80,Sales,Travel_Rarely,Sales Executive,2,3,9,5,4,0,3,3,1268,30,6319,5006,11,1,3,1,1,4,3,2,Life Sciences,No,4
56,1,241,Female,Divorced,Y,Yes,4,80,Research & Development,Travel_Rarely,Research Scientist,1,3,19,2,2,2,2,3,713,67,13939,4257,18,1,3,1,3,3,3,3,Life Sciences,No,8
33,1,242,Male,Single,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,3,4,3,1,0,2,2,134,90,10515,2500,14,0,3,4,1,4,3,3,Life Sciences,No,2
19,1,243,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,1,1,0,1,0,3,303,47,9241,1102,22,0,2,4,3,2,4,3,Life Sciences,Yes,2
46,1,244,Female,Divorced,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,3,24,24,13,15,7,2,526,92,2137,10453,25,3,2,1,3,3,4,2,Marketing,No,1
38,1,245,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,2,2,2,2,1,3,1380,75,6319,2288,12,0,3,4,3,3,3,2,Life Sciences,No,9
31,1,246,Female,Married,Y,Yes,8,80,Research & Development,Travel_Rarely,Research Scientist,1,3,7,4,2,0,2,0,140,95,6984,3929,23,1,3,4,3,3,4,1,Medical,No,12
34,1,247,Female,Single,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,3,9,3,2,1,2,3,629,95,5711,2311,15,0,4,2,4,3,3,2,Medical,No,27
41,1,248,Female,Single,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,4,4,3,0,2,5,1356,70,21728,3140,22,0,2,2,4,2,4,2,Marketing,Yes,20
50,1,249,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,5,3,2,0,2,2,328,86,3425,3690,15,1,3,3,4,2,3,3,Medical,No,1
53,1,250,Female,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,4,5,4,2,1,3,3,1084,57,26250,4450,11,2,4,1,3,3,3,2,Medical,No,13
33,1,252,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,8,7,1,6,5,931,72,4673,2756,13,1,4,2,4,3,3,3,Medical,No,14
40,1,253,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manager,5,3,21,20,8,9,9,2,989,46,6499,19033,14,1,4,3,2,3,3,1,Medical,No,4
55,1,254,Male,Single,Y,No,8,80,Research & Development,Travel_Rarely,Research Director,5,4,36,24,15,2,15,3,692,61,13339,18722,11,0,3,2,4,3,3,4,Medical,No,14
34,1,256,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Manufacturing Director,2,2,10,10,9,1,9,2,1069,45,14074,9547,17,0,4,3,3,2,3,1,Life Sciences,No,2
51,1,258,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,4,3,21,7,7,1,0,6,313,98,7192,13734,18,0,4,2,3,3,3,3,Medical,No,3
52,1,259,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manager,5,2,34,33,18,11,9,5,699,65,5678,19999,14,1,3,3,1,3,3,4,Life Sciences,No,1
27,1,260,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,7,7,7,0,3,2,894,99,11781,2279,16,0,4,2,4,2,3,3,Medical,No,9
35,1,261,Male,Married,Y,Yes,3,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,8,1,0,0,1,1,556,50,15497,5916,13,0,2,3,1,3,3,2,Life Sciences,Yes,23
43,1,262,Male,Divorced,Y,No,4,80,Research & Development,Non-Travel,Research Scientist,1,4,7,5,4,2,2,3,1344,37,5228,2089,14,3,4,4,4,4,3,3,Medical,No,7
45,1,264,Male,Married,Y,No,9,80,Research & Development,Non-Travel,Manager,4,2,22,20,8,11,8,1,1195,65,20462,16792,23,1,1,4,4,3,4,2,Medical,No,2
37,1,267,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,8,8,7,1,7,3,290,65,22977,3564,12,1,2,1,1,2,3,3,Life Sciences,No,21
35,1,269,Female,Single,Y,No,5,80,Research & Development,Travel_Frequently,Laboratory Technician,2,3,10,6,2,1,2,5,138,37,15986,4425,11,0,2,2,4,3,3,3,Medical,No,2
42,1,270,Female,Divorced,Y,No,2,80,Research & Development,Non-Travel,Manufacturing Director,2,3,11,5,3,0,2,5,926,36,16439,5265,16,1,3,3,2,3,3,2,Medical,No,21
38,1,271,Male,Married,Y,No,9,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,14,1,0,0,0,3,1261,88,7259,6553,14,0,4,3,2,3,3,4,Life Sciences,No,2
38,1,273,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,9,7,7,1,7,3,1084,54,4185,6261,18,1,4,4,1,1,3,3,Technical Degree,No,29
27,1,274,Male,Married,Y,No,5,80,Research & Development,Travel_Frequently,Manufacturing Director,2,2,6,2,2,2,0,1,472,60,9679,4298,19,1,3,1,3,3,3,1,Technical Degree,No,1
49,1,275,Male,Divorced,Y,Yes,1,80,Research & Development,Non-Travel,Manufacturing Director,2,3,7,7,7,1,7,0,1002,92,23793,6804,15,2,4,4,1,3,3,4,Life Sciences,No,18
34,1,277,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,3,5,5,3,2,0,4,878,43,5972,3815,17,1,4,3,4,4,3,4,Medical,No,10
40,1,281,Male,Married,Y,Yes,8,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,15,7,2,3,7,2,905,99,16523,2741,15,1,3,4,3,4,3,2,Medical,No,19
38,1,282,Male,Married,Y,Yes,7,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,17,1,0,0,0,2,1180,70,11354,6673,19,0,2,1,2,3,3,1,Medical,Yes,29
29,1,283,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,3,10,10,4,1,9,3,121,35,24525,7639,22,3,2,4,4,2,4,3,Marketing,Yes,27
22,1,284,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,4,4,2,2,2,2,1136,60,12392,2328,16,1,4,2,1,2,3,3,Life Sciences,No,5
36,1,286,Female,Single,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,8,8,1,1,7,2,635,73,7703,2153,13,0,2,4,1,3,3,1,Medical,No,18
40,1,287,Male,Married,Y,No,9,80,Research & Development,Non-Travel,Healthcare Representative,2,2,5,3,2,0,2,5,1151,63,14242,4876,14,1,4,4,4,1,3,5,Life Sciences,No,9
46,1,288,Male,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Healthcare Representative,3,3,17,4,2,0,3,3,644,97,12368,9396,16,1,4,1,3,3,3,4,Medical,No,1
32,1,291,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,1,14,14,8,9,8,2,1045,32,25812,10400,11,0,4,4,3,2,3,4,Medical,Yes,4
30,1,292,Male,Single,Y,No,1,80,Research & Development,Non-Travel,Manufacturing Director,3,2,12,11,8,5,8,2,829,88,20925,8474,22,0,3,3,3,3,4,1,Life Sciences,No,1
27,1,293,Female,Single,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,7,7,7,0,7,2,1242,90,12916,9981,14,0,4,3,4,3,3,3,Life Sciences,No,20
51,1,296,Male,Married,Y,No,5,80,Research & Development,Travel_Rarely,Research Director,3,2,16,10,9,4,7,5,1469,81,15736,12490,16,2,2,2,4,1,3,4,Life Sciences,No,8
30,1,297,Female,Single,Y,Yes,5,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,5,2,0,4,5,1005,88,8556,2657,11,0,4,1,3,3,3,3,Technical Degree,Yes,3
41,1,298,Female,Single,Y,Yes,3,80,Sales,Travel_Rarely,Manager,3,3,16,1,0,0,0,3,896,75,14674,13591,18,0,4,4,3,3,3,3,Life Sciences,No,6
30,1,299,Female,Single,Y,No,5,80,Sales,Travel_Frequently,Sales Executive,2,2,9,6,3,0,1,5,334,52,22967,6696,15,0,3,1,3,2,3,4,Marketing,Yes,26
29,1,300,Male,Single,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,3,7,6,2,1,5,1,992,85,19757,2058,14,0,3,3,4,2,3,3,Technical Degree,Yes,1
45,1,302,Female,Single,Y,No,6,80,Sales,Non-Travel,Sales Executive,3,2,23,19,7,12,8,2,1052,57,16840,8865,12,0,4,4,4,3,3,3,Medical,No,6
54,1,303,Female,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,16,6,2,0,5,4,1147,52,17011,5940,14,1,4,1,4,3,3,3,Marketing,No,3
36,1,304,Male,Single,Y,No,8,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,16,13,11,3,7,3,1396,62,9945,5914,16,0,4,2,4,4,3,2,Life Sciences,No,5
33,1,305,Female,Married,Y,No,6,80,Research & Development,Travel_Rarely,Research Scientist,1,2,7,3,2,1,1,3,147,47,13248,2622,21,0,3,2,4,3,4,4,Medical,No,4
37,1,306,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Director,3,3,10,10,8,0,7,1,663,47,10056,12185,14,3,2,4,3,3,3,3,Other,No,11
38,1,307,Male,Divorced,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,3,3,17,16,10,5,13,6,119,76,9647,10609,12,2,1,3,3,2,3,3,Life Sciences,No,3
31,1,308,Male,Married,Y,No,0,80,Research & Development,Non-Travel,Manufacturing Director,2,1,6,5,4,1,4,2,979,90,4381,4345,12,1,3,3,4,3,3,4,Medical,No,1
59,1,309,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,2,7,1,0,0,0,6,142,70,8456,2177,17,1,3,4,1,3,3,3,Life Sciences,No,3
37,1,311,Male,Divorced,Y,No,4,80,Sales,Travel_Frequently,Sales Representative,1,3,13,9,8,5,8,2,319,41,2539,2793,17,1,1,4,3,3,3,4,Marketing,No,4
29,1,312,Female,Married,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,3,3,11,11,10,4,1,5,1413,42,6599,7918,14,1,2,4,4,3,3,1,Medical,No,1
35,1,314,Female,Single,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,3,3,10,10,7,0,8,3,944,92,9096,8789,14,0,3,3,1,4,3,3,Marketing,No,1
29,1,315,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,4,4,3,0,1,3,896,86,14961,2389,13,0,3,4,3,2,3,1,Medical,Yes,18
52,1,316,Female,Single,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,6,2,2,2,2,3,1323,89,3300,3212,15,0,3,4,2,2,3,3,Life Sciences,No,2
42,1,319,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manager,5,3,22,22,17,11,15,3,532,58,4933,19232,11,0,3,4,4,3,3,2,Technical Degree,No,4
59,1,321,Male,Married,Y,No,8,80,Human Resources,Travel_Rarely,Human Resources,1,3,7,2,2,2,2,2,818,52,25657,2267,17,0,2,3,4,2,3,2,Medical,No,6
50,1,323,Female,Divorced,Y,No,3,80,Sales,Travel_Rarely,Manager,5,3,32,7,0,0,6,3,854,68,24118,19517,11,1,4,4,3,2,3,4,Medical,No,1
33,1,325,Male,Married,Y,Yes,5,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,8,5,4,0,4,2,813,58,22149,2436,13,1,3,4,3,1,3,3,Medical,Yes,14
43,1,327,Female,Married,Y,Yes,5,80,Sales,Travel_Rarely,Manager,4,3,22,17,13,1,9,3,1034,80,7744,16064,22,1,4,4,3,3,4,3,Marketing,No,16
33,1,328,Female,Married,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,13,9,7,1,7,3,465,39,21509,2707,20,0,1,1,1,4,4,2,Life Sciences,Yes,2
52,1,329,Male,Single,Y,Yes,1,80,Sales,Non-Travel,Manager,5,2,33,33,7,15,12,2,771,79,21030,19068,18,0,1,3,4,4,3,4,Life Sciences,No,2
32,1,330,Female,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Representative,1,3,6,4,3,1,2,5,1401,56,20990,3931,11,1,3,2,1,3,3,2,Life Sciences,No,4
32,1,331,Male,Single,Y,Yes,0,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,4,3,2,1,2,2,515,62,9571,3730,14,0,4,3,4,1,3,3,Life Sciences,Yes,1
39,1,332,Female,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,7,3,2,1,2,1,1431,96,15417,2232,14,3,3,3,3,3,3,4,Medical,No,1
32,1,333,Male,Married,Y,No,0,80,Sales,Non-Travel,Sales Executive,2,3,4,3,2,2,2,2,976,100,12069,4465,18,0,3,4,1,3,3,4,Marketing,No,26
41,1,334,Male,Divorced,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,2,3,17,1,0,0,0,2,1411,36,19877,3072,16,2,3,1,1,2,3,2,Life Sciences,No,19
40,1,335,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,2,3,9,9,8,4,7,3,1300,62,24447,3319,17,2,1,4,1,3,3,2,Technical Degree,No,24
45,1,336,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manager,5,4,25,24,0,1,7,2,252,70,15970,19202,11,1,3,4,3,3,3,3,Other,No,1
31,1,337,Male,Divorced,Y,No,9,80,Research & Development,Travel_Frequently,Research Director,3,3,9,2,2,2,2,3,1327,73,13523,13675,12,1,2,3,1,3,3,4,Medical,No,3
33,1,338,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,2,2,2,0,2,2,832,63,14776,2911,13,1,3,4,3,2,3,4,Life Sciences,No,5
34,1,339,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,13,11,9,5,9,3,470,84,23687,5957,13,1,4,1,2,3,3,4,Life Sciences,No,2
37,1,340,Female,Married,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,2,17,3,1,0,2,2,1017,83,18697,3920,14,1,3,1,1,2,3,2,Medical,No,1
45,1,341,Male,Married,Y,No,4,80,Research & Development,Travel_Frequently,Manufacturing Director,2,4,9,3,2,0,2,1,1199,77,5118,6434,17,1,1,3,4,3,3,4,Life Sciences,No,7
37,1,342,Male,Divorced,Y,No,6,80,Research & Development,Travel_Frequently,Manufacturing Director,3,3,17,1,0,0,0,5,504,61,22573,10048,11,2,1,3,2,3,3,3,Medical,Yes,10
39,1,343,Female,Single,Y,No,0,80,Research & Development,Travel_Frequently,Healthcare Representative,3,3,20,19,6,11,8,1,505,64,6420,10938,25,0,3,3,4,3,4,4,Technical Degree,No,2
29,1,346,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,6,5,1,5,1,665,60,22673,2340,19,0,3,4,1,3,3,3,Life Sciences,No,15
42,1,347,Female,Single,Y,Yes,3,80,Research & Development,Travel_Rarely,Research Scientist,2,4,10,3,2,0,2,1,916,82,23016,6545,13,0,4,1,3,3,3,2,Life Sciences,No,17
29,1,349,Male,Divorced,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,10,3,2,0,2,2,1247,45,10732,6931,14,1,4,4,4,3,3,2,Marketing,No,20
25,1,350,Female,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,5,4,2,1,2,3,685,62,7505,4898,12,2,1,3,4,3,3,3,Life Sciences,No,1
42,1,351,Female,Divorced,Y,Yes,0,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,10,9,6,7,8,4,269,56,8007,2593,11,1,4,1,3,3,3,3,Medical,No,2
40,1,352,Male,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Research Director,5,3,22,21,7,3,9,5,1416,49,5949,19436,19,1,1,3,4,3,3,2,Medical,No,2
51,1,353,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,1,1,0,0,0,0,833,96,23231,2723,11,0,3,4,2,2,3,3,Life Sciences,No,1
31,1,355,Male,Single,Y,No,0,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,6,5,4,1,4,2,307,71,11652,3479,11,0,3,2,2,4,3,2,Medical,Yes,29
32,1,359,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,4,5,5,1,0,3,3,1311,100,26062,2794,20,0,2,2,3,1,4,3,Life Sciences,No,7
38,1,361,Male,Married,Y,No,3,80,Sales,Non-Travel,Sales Executive,2,2,13,8,7,7,5,0,1327,39,19682,5249,18,1,4,4,4,3,3,2,Life Sciences,No,2
32,1,362,Male,Single,Y,No,4,80,Research & Development,Travel_Rarely,Laboratory Technician,2,2,9,6,2,0,4,5,128,84,19737,2176,13,0,4,1,4,3,3,1,Technical Degree,No,2
46,1,363,Female,Married,Y,Yes,3,80,Sales,Travel_Rarely,Manager,4,1,28,7,7,7,7,2,488,75,14977,16872,12,1,3,2,2,2,3,3,Technical Degree,No,2
28,1,364,Male,Single,Y,No,2,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,5,0,0,0,0,5,529,79,14935,3485,11,0,1,3,3,1,3,4,Life Sciences,Yes,2
29,1,366,Male,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,2,10,0,0,0,0,2,1210,78,3687,6644,19,2,1,2,2,3,3,3,Medical,No,2
31,1,367,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,10,9,0,7,8,2,1463,64,14408,5582,21,1,2,4,2,3,4,3,Medical,No,23
25,1,369,Male,Divorced,Y,No,1,80,Research & Development,Non-Travel,Healthcare Representative,2,4,6,6,3,1,5,2,675,85,18384,4000,12,2,2,1,4,3,3,2,Life Sciences,No,5
45,1,372,Male,Married,Y,Yes,0,80,Research & Development,Travel_Rarely,Healthcare Representative,4,3,21,20,7,4,10,2,1385,79,7501,13496,14,0,3,4,2,3,3,2,Medical,No,20
36,1,373,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,16,15,13,10,11,4,1403,47,20251,3210,11,1,4,4,3,3,3,3,Life Sciences,No,6
55,1,374,Male,Single,Y,Yes,0,80,Research & Development,Travel_Rarely,Manager,5,3,37,36,10,4,13,2,452,81,18938,19045,14,0,4,1,3,3,3,3,Medical,No,1
47,1,376,Male,Married,Y,Yes,1,80,Research & Development,Non-Travel,Manager,3,3,10,10,7,9,9,2,666,88,10268,11849,12,1,1,2,4,2,3,4,Life Sciences,Yes,29
28,1,377,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,5,5,2,0,4,3,1158,94,2613,2070,23,1,4,4,4,2,4,3,Medical,No,9
37,1,378,Male,Married,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,3,7,5,4,0,1,5,228,98,22825,6502,14,1,3,4,2,4,3,4,Medical,No,6
21,1,379,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,3,3,2,1,0,4,996,100,10531,3230,17,0,4,3,1,4,3,2,Medical,No,3
37,1,380,Female,Divorced,Y,Yes,2,80,Research & Development,Non-Travel,Research Director,3,3,15,5,2,0,2,2,728,80,11677,13603,18,2,1,4,1,3,3,4,Medical,No,1
35,1,381,Female,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Manager,3,4,10,7,7,6,2,6,1315,71,19100,11996,18,1,2,2,2,2,3,3,Life Sciences,No,22
38,1,382,Female,Divorced,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,4,8,8,0,7,7,3,322,44,19191,5605,24,1,1,1,3,3,4,2,Medical,No,7
26,1,384,Female,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Manufacturing Director,2,3,6,6,5,1,4,6,1479,84,26767,6397,20,1,3,2,1,1,4,3,Life Sciences,No,1
50,1,385,Male,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Research Director,5,3,28,10,4,1,6,4,797,96,15815,19144,14,2,1,2,1,2,3,1,Life Sciences,No,4
53,1,386,Male,Married,Y,Yes,3,80,Research & Development,Travel_Rarely,Research Director,4,3,21,5,3,1,3,5,1070,45,21016,17584,16,3,3,3,4,2,3,4,Medical,No,3
42,1,387,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,20,20,16,11,6,3,635,99,24532,4907,25,0,2,3,3,3,4,1,Life Sciences,No,1
29,1,388,Male,Single,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,10,10,7,0,9,3,442,44,20260,4554,18,0,2,4,1,2,3,2,Life Sciences,No,2
